Time,q1,q2,q3,q4,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z
1733191632747.318,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.36,-9.86,1.61,-21.375,19.1875,35.5625,-0.00545415391248228,0.0,-0.002181661564992912
1733191632877.3342,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.42,-9.84,1.6600000000000001,-21.0,19.5625,35.5625,-0.001090830782496456,-0.002181661564992912,0.002181661564992912
1733191633006.5898,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.37,-9.84,1.6500000000000001,-21.375,19.875,36.5,0.002181661564992912,0.004363323129985824,-0.001090830782496456
1733191633135.09,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.39,-9.85,1.69,-21.375,19.875,36.375,-0.001090830782496456,0.0,-0.002181661564992912
1733191633260.4749,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.34,-9.8,1.62,-19.875,27.875,36.0,-0.00545415391248228,0.001090830782496456,-0.001090830782496456
1733191633386.148,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.38,-9.82,1.62,-22.0625,19.1875,35.25,0.002181661564992912,0.004363323129985824,0.002181661564992912
1733191633512.5388,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.37,-9.82,1.69,-19.875,20.25,36.0,0.002181661564992912,0.001090830782496456,0.001090830782496456
1733191633640.918,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.38,-9.82,1.67,-20.25,19.5625,36.375,-0.002181661564992912,-0.002181661564992912,-0.002181661564992912
1733191633769.5872,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.38,-9.82,1.61,-21.375,19.5625,36.75,-0.004363323129985824,-0.002181661564992912,-0.001090830782496456
1733191633899.482,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.37,-9.82,1.61,-19.5,19.5625,36.5,-0.001090830782496456,-0.001090830782496456,0.0
1733191634028.7969,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.39,-9.86,1.71,-19.875,19.5625,35.25,-0.001090830782496456,-0.002181661564992912,0.003272492347489368
1733191634156.751,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.39,-9.85,1.6400000000000001,-20.25,19.875,36.5,-0.001090830782496456,0.0,0.002181661564992912
1733191634287.2131,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.39,-9.84,1.6,-21.375,18.875,36.0625,0.002181661564992912,0.001090830782496456,0.001090830782496456
1733191634415.699,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.41000000000000003,-9.84,1.6600000000000001,-21.0,19.1875,36.75,0.004363323129985824,0.0,0.0
1733191634544.353,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.39,-9.85,1.71,-21.0,19.875,35.5625,0.004363323129985824,-0.004363323129985824,-0.001090830782496456
1733191634669.958,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.36,-9.85,1.69,-21.0,19.1875,34.875,-0.001090830782496456,0.001090830782496456,-0.001090830782496456
1733191634798.418,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875,-0.37,-9.82,1.61,-20.5625,19.875,35.5625,0.004363323129985824,0.0,0.001090830782496456
1733191635623.393,0.7459716796875,-0.6236572265625,0.16595458984375,-0.16424560546875
1733191644539.253,0.74609375,-0.6231689453125,0.16632080078125,-0.16546630859375,-0.37,-9.870000000000001,1.67,-20.5625,19.5625,35.5625,-0.001090830782496456,0.004363323129985824,0.0
1733191644667.017,0.74603271484375,-0.62322998046875,0.1663818359375,-0.16546630859375,-0.53,-9.91,1.57,-20.5625,19.5625,37.1875,-0.001090830782496456,0.01090830782496456,0.007635815477475192
1733191644807.719,0.74627685546875,-0.6229248046875,0.16656494140625,-0.1651611328125,-0.19,-9.99,1.83,-20.25,20.6875,36.0,0.022907446432425576,0.003272492347489368,-0.011999138607461015
1733191644936.9011,0.74609375,-0.6231689453125,0.1663818359375,-0.16522216796875,-0.48,-9.71,1.6500000000000001,-19.5,19.875,35.25,0.00545415391248228,-0.011999138607461015,-0.008726646259971648
1733191645065.5562,0.74627685546875,-0.6229248046875,0.1666259765625,-0.1650390625,-0.35000000000000003,-9.49,1.86,-20.25,19.5625,36.375,-0.019634954084936207,0.0,0.05126904677733343
1733191645193.0771,0.74615478515625,-0.62298583984375,0.1671142578125,-0.1649169921875,-0.55,-9.620000000000001,1.92,-21.0,19.1875,35.5625,-0.009817477042468103,0.002181661564992912,0.0
1733191645322.3418,0.74658203125,-0.62249755859375,0.16705322265625,-0.1649169921875,-0.42,-9.950000000000001,2.11,-20.25,19.5625,35.25,0.02181661564992912,0.009817477042468103,0.01090830782496456
1733191645448.256,0.7469482421875,-0.6220703125,0.16680908203125,-0.16522216796875,-0.45,-9.74,2.21,-19.875,19.5625,36.0,0.031634092692397225,-0.003272492347489368,0.004363323129985824
1733191645574.1501,0.7469482421875,-0.6220703125,0.16680908203125,-0.16522216796875,-0.27,-9.73,1.97,-19.0625,19.875,35.5625,0.001090830782496456,0.004363323129985824,0.001090830782496456
1733191645705.901,0.7470703125,-0.621826171875,0.1678466796875,-0.16424560546875,-0.65,-9.89,1.62,-21.375,18.875,35.6875,0.031634092692397225,0.002181661564992912,0.016362461737446838
1733191645845.106,0.74725341796875,-0.62164306640625,0.1688232421875,-0.163330078125,-0.71,-10.15,1.78,-21.375,19.875,35.5625,0.025089107997418487,0.019634954084936207,-0.050178215994836975
1733191645975.313,0.74755859375,-0.6214599609375,0.16998291015625,-0.16162109375,-1.78,-9.78,2.0300000000000002,-19.875,19.875,34.875,0.04145156973486533,-0.02181661564992912,0.028361600344907856
1733191646107.9111,0.747802734375,-0.6212158203125,0.16925048828125,-0.1619873046875,-0.8200000000000001,-10.24,1.98,-19.5,-2027.75,34.875,0.08399397025222712,0.0,-0.04908738521234052
1733191646233.969,0.747802734375,-0.62139892578125,0.1680908203125,-0.16241455078125,-0.4,-9.99,1.98,-19.5,19.5625,34.875,0.006544984694978736,0.006544984694978736,-0.009817477042468103
1733191646361.239,0.74774169921875,-0.62164306640625,0.167236328125,-0.16253662109375,-0.16,-10.02,1.8,-19.875,20.25,36.0625,-0.007635815477475192,-0.009817477042468103,-0.018544123302439753
1733191646491.297,0.74786376953125,-0.62164306640625,0.16668701171875,-0.16265869140625,-0.42,-9.85,1.7,-19.0625,19.5625,36.0625,0.05235987755982989,-0.002181661564992912,-0.013089969389957472
1733191646620.046,0.74761962890625,-0.62200927734375,0.16668701171875,-0.16265869140625,-0.65,-9.870000000000001,1.27,-20.5625,19.1875,36.5,0.016362461737446838,-0.004363323129985824,-0.011999138607461015
1733191646748.5051,0.74774169921875,-0.62176513671875,0.16656494140625,-0.16278076171875,-0.6900000000000001,-9.93,1.68,-19.875,19.875,35.25,0.01090830782496456,0.002181661564992912,0.004363323129985824
1733191646875.885,0.74755859375,-0.62200927734375,0.166259765625,-0.16314697265625,-0.25,-9.86,1.71,-21.0,19.5625,36.0,-0.002181661564992912,-0.001090830782496456,0.00545415391248228
1733191647006.195,0.74749755859375,-0.6220703125,0.16668701171875,-0.162841796875,-0.59,-9.82,1.47,-19.5,19.875,36.5,0.003272492347489368,0.0,0.02399827721492203
1733191647134.086,0.74761962890625,-0.62188720703125,0.16680908203125,-0.1627197265625,-0.67,-9.85,1.69,-19.5,19.5625,35.5625,-0.006544984694978736,-0.007635815477475192,-0.003272492347489368
1733191647259.54,0.74749755859375,-0.62200927734375,0.1663818359375,-0.16326904296875,-0.14,-9.81,1.82,-19.875,20.25,36.0625,-0.003272492347489368,-0.006544984694978736,-0.028361600344907856
1733191647388.0452,0.74749755859375,-0.62200927734375,0.1661376953125,-0.1634521484375,-0.34,-9.78,1.6,-21.0,19.875,35.25,0.014180800172453928,0.006544984694978736,0.009817477042468103
1733191647516.314,0.747802734375,-0.6217041015625,0.1666259765625,-0.16290283203125,-0.66,-9.790000000000001,1.75,-18.75,19.1875,36.0625,-0.00545415391248228,-0.002181661564992912,0.006544984694978736
1733191647643.458,0.74786376953125,-0.62158203125,0.166748046875,-0.16278076171875,-0.52,-9.85,1.8,-20.25,19.875,36.375,-0.00545415391248228,-0.001090830782496456,-0.011999138607461015
1733191647771.188,0.7476806640625,-0.62188720703125,0.16644287109375,-0.16302490234375,-0.33,-9.85,1.87,-19.5,19.875,35.5625,0.008726646259971648,0.003272492347489368,0.026179938779914945
1733191647900.982,0.7479248046875,-0.62158203125,0.1669921875,-0.1624755859375,-0.55,-9.8,1.93,-19.875,19.1875,36.0,0.007635815477475192,-0.002181661564992912,-0.011999138607461015
1733191648030.442,0.74822998046875,-0.62115478515625,0.1666259765625,-0.16278076171875,-0.22,-8.540000000000001,2.07,-18.375,19.5625,35.25,0.014180800172453928,-0.008726646259971648,-0.002181661564992912
