Time,Longitude,Latitude,Altitude
1732593622786.9001,0.0,0.0,0.0
1732593623076.339,0.0,0.0,0.0
1732593623199.791,0.0,0.0,0.0
1732593623321.023,0.0,0.0,0.0
1732593623445.6912,0.0,0.0,0.0
1732593623569.367,0.0,0.0,0.0
1732593623693.343,0.0,0.0,0.0
1732593623817.158,0.0,0.0,0.0
1732593623940.609,0.0,0.0,0.0
1732593624064.559,0.0,0.0,0.0
1732593624189.076,0.0,0.0,0.0
1732593624312.377,0.0,0.0,0.0
1732593624433.99,0.0,0.0,0.0
1732593624557.301,0.0,0.0,0.0
1732593624679.364,0.0,0.0,0.0
1732593624803.055,0.0,0.0,0.0
1732593624926.761,0.0,0.0,0.0
1732593625051.418,0.0,0.0,0.0
1732593625175.051,0.0,0.0,0.0
1732593625298.829,0.0,0.0,0.0
1732593625423.1628,0.0,0.0,0.0
1732593625545.5278,0.0,0.0,0.0
1732593625668.772,0.0,0.0,0.0
1732593625789.256,0.0,0.0,0.0
1732593625913.5088,0.0,0.0,0.0
1732593626037.056,0.0,0.0,0.0
1732593626160.9958,0.0,0.0,0.0
1732593626284.3179,0.0,0.0,0.0
1732593626407.1719,0.0,0.0,0.0
1732593626530.302,0.0,0.0,0.0
1732593626653.19,0.0,0.0,0.0
1732593626776.01,0.0,0.0,0.0
1732593626898.668,0.0,0.0,0.0
1732593627024.7568,0.0,0.0,0.0
1732593627146.559,0.0,0.0,0.0
1732593627270.209,0.0,0.0,0.0
1732593627393.309,0.0,0.0,0.0
1732593627517.111,0.0,0.0,0.0
1732593627640.658,0.0,0.0,0.0
1732593627762.5762,0.0,0.0,0.0
1732593628591.165,0.0,0.0,0.0
1732593634400.0918,0.0,0.0,0.0
1732593634524.6748,0.0,0.0,0.0
1732593634648.488,0.0,0.0,0.0
1732593634774.0122,0.0,0.0,0.0
1732593634898.064,0.0,0.0,0.0
1732593635022.5452,0.0,0.0,0.0
1732593635145.2798,0.0,0.0,0.0
1732593635269.289,0.0,0.0,0.0
1732593635391.4858,0.0,0.0,0.0
1732593635513.835,0.0,0.0,0.0
1732593635637.428,0.0,0.0,0.0
1732593635758.97,0.0,0.0,0.0
1732593635883.098,0.0,0.0,0.0
1732593636008.199,0.0,0.0,0.0
1732593636132.4849,0.0,0.0,0.0
1732593636256.391,0.0,0.0,0.0
1732593636379.869,0.0,0.0,0.0
1732593636504.007,0.0,0.0,0.0
1732593636629.4602,0.0,0.0,0.0
1732593636753.0652,0.0,0.0,0.0
1732593636877.307,0.0,0.0,0.0
1732593637001.168,0.0,0.0,0.0
1732593637122.324,0.0,0.0,0.0
1732593637245.995,0.0,0.0,0.0
1732593637368.43,0.0,0.0,0.0
1732593637492.6829,0.0,0.0,0.0
1732593637616.487,0.0,0.0,0.0
1732593637739.774,0.0,0.0,0.0
1732593637863.2058,0.0,0.0,0.0
1732593637987.161,0.0,0.0,0.0
1732593638109.7551,0.0,0.0,0.0
1732593638231.889,0.0,0.0,0.0
1732593638353.812,0.0,0.0,0.0
1732593638476.65,0.0,0.0,0.0
1732593638602.524,0.0,0.0,0.0
1732593638726.903,0.0,0.0,0.0
1732593638850.167,0.0,0.0,0.0
1732593638973.871,0.0,0.0,0.0
1732593639096.601,0.0,0.0,0.0
1732593639219.9211,0.0,0.0,0.0
1732593639958.292,0.0,0.0,0.0
1732593649780.028,0.0,0.0,0.0
1732593649904.115,0.0,0.0,0.0
1732593650027.7231,0.0,0.0,0.0
1732593650151.375,0.0,0.0,0.0
1732593650274.396,0.0,0.0,0.0
1732593650397.898,0.0,0.0,0.0
1732593650520.071,0.0,0.0,0.0
1732593650642.637,0.0,0.0,0.0
1732593650764.6191,0.0,0.0,0.0
1732593650888.918,0.0,0.0,0.0
1732593651013.251,0.0,0.0,0.0
1732593651136.214,0.0,0.0,0.0
1732593651258.965,0.0,0.0,0.0
1732593651382.977,0.0,0.0,0.0
1732593651507.7642,0.0,0.0,0.0
1732593651628.347,0.0,0.0,0.0
1732593651751.483,0.0,0.0,0.0
1732593651873.174,0.0,0.0,0.0
1732593651996.877,0.0,0.0,0.0
1732593652119.9,0.0,0.0,0.0
1732593652244.122,0.0,0.0,0.0
1732593652367.376,0.0,0.0,0.0
1732593652492.213,0.0,0.0,0.0
1732593652615.4011,0.0,0.0,0.0
1732593652736.9338,0.0,0.0,0.0
1732593652860.2432,0.0,0.0,0.0
1732593652980.9001,0.0,0.0,0.0
1732593653104.8,0.0,0.0,0.0
1732593653229.084,0.0,0.0,0.0
1732593653352.365,0.0,0.0,0.0
1732593653476.261,0.0,0.0,0.0
1732593653599.956,0.0,0.0,0.0
1732593653724.0469,0.0,0.0,0.0
1732593653848.622,0.0,0.0,0.0
1732593653972.449,0.0,0.0,0.0
1732593654095.191,0.0,0.0,0.0
1732593654219.299,0.0,0.0,0.0
1732593654340.414,0.0,0.0,0.0
1732593654465.976,0.0,0.0,0.0
1732593654589.18,0.0,0.0,0.0
1732593655338.817,0.0,0.0,0.0
1732593678687.704,0.0,0.0,0.0
1732593678810.74,0.0,0.0,0.0
1732593678935.061,0.0,0.0,0.0
1732593679058.439,0.0,0.0,0.0
1732593679182.204,0.0,0.0,0.0
1732593679306.963,0.0,0.0,0.0
1732593679431.8088,0.0,0.0,0.0
1732593679554.77,0.0,0.0,0.0
1732593679677.5652,0.0,0.0,0.0
1732593679800.967,0.0,0.0,0.0
1732593679921.4229,0.0,0.0,0.0
1732593680045.2322,0.0,0.0,0.0
1732593680169.1501,0.0,0.0,0.0
1732593680293.06,0.0,0.0,0.0
1732593680416.532,0.0,0.0,0.0
1732593680541.2,0.0,0.0,0.0
1732593680664.836,0.0,0.0,0.0
1732593680789.393,0.0,0.0,0.0
1732593680912.567,0.0,0.0,0.0
1732593681034.961,0.0,0.0,0.0
1732593681158.251,0.0,0.0,0.0
1732593681279.804,0.0,0.0,0.0
1732593681404.282,0.0,0.0,0.0
1732593681527.735,0.0,0.0,0.0
1732593681651.428,0.0,0.0,0.0
1732593681774.589,0.0,0.0,0.0
1732593681898.215,0.0,0.0,0.0
1732593682020.4402,0.0,0.0,0.0
1732593682142.14,0.0,0.0,0.0
1732593682265.454,0.0,0.0,0.0
1732593682387.383,0.0,0.0,0.0
1732593682512.063,0.0,0.0,0.0
1732593682637.28,0.0,0.0,0.0
1732593682760.747,0.0,0.0,0.0
1732593682885.532,0.0,0.0,0.0
1732593683008.1301,0.0,0.0,0.0
1732593683131.83,0.0,0.0,0.0
1732593683256.7551,0.0,0.0,0.0
1732593683380.427,0.0,0.0,0.0
1732593683502.474,0.0,0.0,0.0
1732593684235.3662,0.0,0.0,0.0
1732593694262.7139,0.0,0.0,0.0
1732593694386.7131,0.0,0.0,0.0
1732593694510.357,0.0,0.0,0.0
1732593694632.4402,0.0,0.0,0.0
1732593694755.392,0.0,0.0,0.0
1732593694876.772,0.0,0.0,0.0
1732593695000.4312,0.0,0.0,0.0
1732593695125.808,0.0,0.0,0.0
1732593695250.275,0.0,0.0,0.0
1732593695373.946,0.0,0.0,0.0
