Time,Longitude,Latitude,Altitude
1733191629714.114,-117.000000,32.000000,106.3
1733191629913.534,-117.000000,32.000000,106.3
1733191630042.6108,-117.000000,32.000000,106.3
1733191630170.216,-117.000000,32.000000,106.4
1733191630300.281,-117.000000,32.000000,106.4
1733191630428.8071,-117.000000,32.000000,106.4
1733191630557.261,-117.000000,32.000000,106.4
1733191630686.6602,-117.000000,32.000000,106.4
1733191630815.485,-117.000000,32.000000,106.4
1733191630944.3792,-117.000000,32.000000,106.4
1733191631070.639,-117.000000,32.000000,106.4
1733191631201.162,-117.000000,32.000000,106.4
1733191631330.428,-117.000000,32.000000,106.4
1733191631458.854,-117.000000,32.000000,106.4
1733191631586.9292,-117.000000,32.000000,106.4
1733191631715.3599,-117.000000,32.000000,106.4
1733191631842.212,-117.000000,32.000000,106.4
1733191631966.6929,-117.000000,32.000000,106.4
1733191632097.442,-117.000000,32.000000,106.4
1733191632224.127,-117.000000,32.000000,106.4
1733191632350.025,-117.000000,32.000000,106.4
1733191632478.508,-117.000000,32.000000,106.4
1733191632605.597,-117.000000,32.000000,106.4
1733191632734.7,-117.000000,32.000000,106.4
1733191632864.2239,-117.000000,32.000000,106.4
1733191632994.8088,-117.000000,32.000000,106.4
1733191633122.025,-117.000000,32.000000,106.4
1733191633249.855,-117.000000,32.000000,106.3
1733191633372.687,-117.000000,32.000000,106.3
1733191633502.248,-117.000000,32.000000,106.3
1733191633628.366,-117.000000,32.000000,106.3
1733191633759.278,-117.000000,32.000000,106.3
1733191633886.687,-117.000000,32.000000,106.3
1733191634016.718,-117.000000,32.000000,106.2
1733191634143.551,-117.000000,32.000000,106.2
1733191634275.003,-117.000000,32.000000,106.2
1733191634402.879,-117.000000,32.000000,106.2
1733191634532.479,-117.000000,32.000000,106.2
1733191634658.767,-117.000000,32.000000,106.2
1733191634785.715,-117.000000,32.000000,106.1
1733191635611.021,-117.000000,32.000000,106.1
1733191644528.2632,-117.000000,32.000000,106.1
1733191644653.5771,-117.000000,32.000000,106.1
1733191644788.066,-117.000000,32.000000,106.0
1733191644923.216,-117.000000,32.000000,106.0
1733191645052.1519,-117.000000,32.000000,106.0
1733191645180.0361,-117.000000,32.000000,106.0
1733191645310.004,-117.000000,32.000000,105.9
1733191645439.537,-117.000000,32.000000,105.9
1733191645560.246,-117.000000,32.000000,105.8
1733191645690.1218,-117.000000,32.000000,105.8
1733191645827.194,-117.000000,32.000000,105.8
1733191645963.3,-117.000000,32.000000,105.8
1733191646093.911,-117.000000,32.000000,105.7
1733191646221.093,-117.000000,32.000000,105.7
1733191646350.707,-117.000000,32.000000,105.6
1733191646478.148,-117.000000,32.000000,105.6
1733191646607.7349,-117.000000,32.000000,105.5
1733191646735.931,-117.000000,32.000000,105.5
1733191646863.429,-117.000000,32.000000,105.4
1733191646993.5251,-117.000000,32.000000,105.4
1733191647121.368,-117.000000,32.000000,105.4
1733191647247.161,-117.000000,32.000000,105.4
1733191647376.284,-117.000000,32.000000,105.3
1733191647505.2842,-117.000000,32.000000,105.3
1733191647631.956,-117.000000,32.000000,105.3
1733191647760.254,-117.000000,32.000000,105.3
1733191647888.481,-117.000000,32.000000,105.5
1733191648018.012,-117.000000,32.000000,105.5
1733191648145.7979,-117.000000,32.000000,105.5
1733191648271.862,-117.000000,32.000000,105.5
1733191648399.8762,-117.000000,32.000000,105.5
1733191648530.552,-117.000000,32.000000,105.5
1733191648660.922,-117.000000,32.000000,105.5
1733191648787.548,-117.000000,32.000000,105.5
1733191648916.809,-117.000000,32.000000,105.5
1733191649044.836,-117.000000,32.000000,105.5
1733191649173.786,-117.000000,32.000000,105.6
1733191649300.513,-117.000000,32.000000,105.6
1733191649429.7212,-117.000000,32.000000,105.6
1733191649559.331,-117.000000,32.000000,105.6
1733191650312.763,-117.000000,32.000000,105.6
1733191657039.1929,-117.000000,32.000000,105.6
1733191657167.657,-117.000000,32.000000,105.6
1733191657296.634,-117.000000,32.000000,105.6
1733191657427.342,-117.000000,32.000000,105.7
1733191657554.7039,-117.000000,32.000000,105.7
1733191657682.045,-117.000000,32.000000,105.7
1733191657810.6438,-117.000000,32.000000,105.7
1733191657939.959,-117.000000,32.000000,105.8
1733191658069.835,-117.000000,32.000000,105.8
1733191658197.5999,-117.000000,32.000000,105.9
1733191658327.431,-117.000000,32.000000,105.9
1733191658454.0269,-117.000000,32.000000,105.9
1733191658583.6511,-117.000000,32.000000,105.9
1733191658711.3591,-117.000000,32.000000,106.0
1733191658841.721,-117.000000,32.000000,106.0
1733191658971.78,-117.000000,32.000000,106.1
1733191659099.236,-117.000000,32.000000,106.1
1733191659228.356,-117.000000,32.000000,106.2
1733191659355.818,-117.000000,32.000000,106.2
1733191659485.5571,-117.000000,32.000000,106.2
1733191659615.699,-117.000000,32.000000,106.2
1733191659744.072,-117.000000,32.000000,106.3
1733191659870.521,-117.000000,32.000000,106.3
1733191660000.032,-117.000000,32.000000,106.3
1733191660129.093,-117.000000,32.000000,106.3
1733191660258.6821,-117.000000,32.000000,106.3
