Time,frame_num
1733192818.818425,frame99.png
1733192819.0132751,frame100.png
1733192852.6389995,frame101.png
1733192852.8130834,frame102.png
1733192863.9539466,frame103.png
1733192885.0350301,frame104.png
1733192897.2105613,frame105.png
1733192908.74431,frame106.png
1733192919.3361595,frame107.png
1733192953.9583106,frame108.png
1733192966.2747555,frame109.png
1733192976.1771922,frame110.png
1733192988.24143,frame111.png
1733193000.8159697,frame112.png
1733193012.97335,frame113.png
1733193026.5538523,frame114.png
1733193026.7474859,frame115.png
1733193037.8270166,frame116.png
1733193048.0006173,frame117.png
1733193057.4649687,frame118.png
1733193069.6998868,frame119.png
1733193081.2954946,frame120.png
1733193094.1525834,frame121.png
1733193108.2549856,frame122.png
1733193122.1578867,frame123.png
1733193134.772176,frame124.png
1733193148.65408,frame125.png
1733193161.3909976,frame126.png
1733193171.5220733,frame127.png
1733193182.032346,frame128.png
1733193203.7165673,frame129.png
1733193212.1411293,frame130.png
1733193221.5291715,frame131.png
1733193234.6485844,frame132.png
1733193258.6398125,frame133.png
1733193271.8989532,frame134.png
1733193280.6843073,frame135.png
1733193292.3994086,frame136.png
1733193303.412538,frame137.png
1733193334.5244086,frame138.png
1733193343.4904144,frame139.png
1733193363.0890791,frame140.png
1733193378.6953416,frame141.png
1733193389.7679014,frame142.png
1733193402.285046,frame143.png
1733193402.4989307,frame144.png
1733193418.0115108,frame145.png
1733193427.7803328,frame146.png
1733193436.6862292,frame147.png
1733193449.2455416,frame148.png
1733193461.1324203,frame149.png
1733193471.9312341,frame150.png
1733193482.5428815,frame151.png
1733193495.36238,frame152.png
1733193506.273326,frame153.png
1733193516.4028785,frame154.png
1733193538.6479604,frame155.png
1733193559.4307003,frame156.png
1733193568.6976845,frame157.png
1733193577.907906,frame158.png
1733193588.2561543,frame159.png
1733193599.408608,frame160.png
1733193611.002394,frame161.png
1733193611.1367035,frame162.png
1733193620.3507528,frame163.png
1733193631.7643447,frame164.png
1733193642.7567441,frame165.png
1733193656.7183247,frame166.png
1733193667.0862725,frame167.png
1733193691.1606252,frame168.png
1733193691.3340576,frame169.png
1733193720.7478526,frame170.png
1733193720.9015734,frame171.png
1733193734.0098336,frame172.png
1733193756.0522692,frame173.png
1733193766.7245097,frame174.png
1733193766.897999,frame175.png
1733193786.4827971,frame176.png
1733193797.9366975,frame177.png
1733193813.8837385,frame178.png
1733193825.6114957,frame179.png
1733193847.0413623,frame180.png
1733193847.2169259,frame181.png
1733193860.7426295,frame182.png
1733193873.8615983,frame183.png
1733193884.27238,frame184.png
1733193884.4460294,frame185.png
1733193912.4759254,frame186.png
1733193912.6494238,frame187.png
1733193923.6089704,frame188.png
1733193947.7799947,frame189.png
1733193958.6926935,frame190.png
1733193958.8262432,frame191.png
