1732326788713.849,0.0,0.0,0.0
1732326788989.8591,0.0,0.0,0.0
1732326789109.124,0.0,0.0,0.0
1732326789225.3489,0.0,0.0,0.0
1732326789343.982,0.0,0.0,0.0
1732326789459.9731,0.0,0.0,0.0
1732326789578.29,0.0,0.0,0.0
1732326789695.847,0.0,0.0,0.0
1732326789812.412,0.0,0.0,0.0
1732326789930.547,0.0,0.0,0.0
1732326790047.909,0.0,0.0,0.0
1732326790165.56,0.0,0.0,0.0
1732326790283.8271,0.0,0.0,0.0
1732326790402.0432,0.0,0.0,0.0
1732326790519.032,0.0,0.0,0.0
1732326790638.329,0.0,0.0,0.0
1732326790758.307,0.0,0.0,0.0
1732326790875.65,0.0,0.0,0.0
1732326790993.728,0.0,0.0,0.0
1732326791113.158,0.0,0.0,0.0
1732326791966.6318,0.0,0.0,0.0
1732326797558.725,0.0,0.0,0.0
1732326797676.3862,0.0,0.0,0.0
1732326797793.982,0.0,0.0,0.0
1732326797911.71,0.0,0.0,0.0
1732326798029.8,0.0,0.0,0.0
1732326798148.596,0.0,0.0,0.0
1732326798266.72,0.0,0.0,0.0
1732326798383.116,0.0,0.0,0.0
1732326798497.941,0.0,0.0,0.0
1732326798614.261,0.0,0.0,0.0
1732326798732.648,0.0,0.0,0.0
1732326798850.468,0.0,0.0,0.0
1732326798970.239,0.0,0.0,0.0
1732326799087.2632,0.0,0.0,0.0
1732326799202.6492,0.0,0.0,0.0
1732326799322.182,0.0,0.0,0.0
1732326799441.258,0.0,0.0,0.0
1732326799558.385,0.0,0.0,0.0
1732326799677.999,0.0,0.0,0.0
1732326799797.353,0.0,0.0,0.0
1732326800545.037,0.0,0.0,0.0
