Time,q1,q2,q3,q4,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z
1732593622802.45,0.77630615234375,-0.6297607421875,0.0045166015625,0.02667236328125,-0.31,-9.8,2.05,2.5625,18.875,30.0625,0.002181661564992912,0.001090830782496456,0.0
1732593623090.178,0.77606201171875,-0.63006591796875,0.00494384765625,0.02685546875,-0.54,-9.88,1.9000000000000001,2.1875,19.5625,29.25,0.007635815477475192,0.013089969389957472,-0.015271630954950384
1732593623210.782,0.7762451171875,-0.6298828125,0.00469970703125,0.0264892578125,-0.31,-9.9,2.13,2.5625,20.375,30.0625,0.007635815477475192,0.004363323129985824,-0.015271630954950384
1732593623333.8062,0.7762451171875,-0.62982177734375,0.00457763671875,0.0263671875,-0.46,-9.88,2.12,2.1875,20.375,29.6875,0.002181661564992912,0.003272492347489368,-0.003272492347489368
1732593623459.617,0.77642822265625,-0.629638671875,0.00469970703125,0.02642822265625,-0.68,-9.84,2.14,1.0625,19.5625,29.0,-0.004363323129985824,-0.001090830782496456,-0.01090830782496456
1732593623584.076,0.77679443359375,-0.62921142578125,0.00390625,0.025390625,-0.81,-9.84,2.17,2.875,20.0,29.6875,0.026179938779914945,0.0,-0.039269908169872414
1732593623708.297,0.7781982421875,-0.62762451171875,0.001953125,0.02252197265625,0.35000000000000003,-9.86,2.69,0.375,19.5625,30.5,0.055632369907319255,0.004363323129985824,-0.08617563181722002
1732593623831.385,0.7784423828125,-0.62738037109375,0.0015869140625,0.01971435546875,0.84,-9.700000000000001,2.29,0.375,20.6875,29.25,0.039269908169872414,0.04145156973486533,0.018544123302439753
1732593623954.288,0.778076171875,-0.62786865234375,0.00408935546875,0.01763916015625,0.23,-10.01,1.7,1.375,19.1875,28.5625,0.037088246604879506,0.07635815477475191,-0.009817477042468103
1732593624079.686,0.77801513671875,-0.6280517578125,0.00750732421875,0.01336669921875,0.56,-9.200000000000001,1.84,0.375,20.375,29.0,0.008726646259971648,0.09926560120717749,0.0
1732593624201.884,0.77825927734375,-0.6278076171875,0.01141357421875,0.0079345703125,1.53,-9.39,1.8900000000000001,0.375,20.6875,29.6875,-0.09490227807719166,0.11562806294462433,-0.07853981633974483
1732593624322.935,0.77789306640625,-0.62811279296875,0.0172119140625,0.0023193359375,0.6,-10.73,1.45,-0.375,20.375,29.25,-0.05781403147231216,0.14835298641951802,-0.1265363707695889
1732593624447.457,0.7781982421875,-0.62750244140625,0.02447509765625,-0.006591796875,-0.29,-9.58,2.98,-0.75,20.375,30.0625,-0.0818123086872342,0.21380283336930536,-0.05235987755982989
1732593624570.106,0.7772216796875,-0.62811279296875,0.03448486328125,-0.01617431640625,-1.6600000000000001,-9.69,2.83,0.0,20.6875,31.1875,-0.007635815477475192,0.23889194136672387,-0.06217735460229799
1732593624694.0151,0.77655029296875,-0.62799072265625,0.04364013671875,-0.02685546875,-0.9400000000000001,-9.64,2.56,-1.0625,20.375,30.75,0.06872233929727672,0.23561944901923448,0.039269908169872414
1732593624817.53,0.77545166015625,-0.627685546875,0.053466796875,-0.04327392578125,0.47000000000000003,-10.370000000000001,1.54,-2.875,20.0,31.5625,0.12435470920459599,0.3021601267515183,-0.09490227807719166
