timestamp,q0,q1,q2,q3
1733193271452.28,-0.49267578125,0.41278076171875,-0.50103759765625,0.57952880859375
1733193272202.245,-0.49273681640625,0.41278076171875,-0.50140380859375,0.5791015625
1733193280212.798,-0.48321533203125,0.41717529296875,-0.50299072265625,0.58258056640625
1733193280964.729,-0.483642578125,0.416748046875,-0.5035400390625,0.5821533203125
1733193291945.67,-0.483642578125,0.40728759765625,-0.50592041015625,0.58673095703125
1733193292686.066,-0.48358154296875,0.40728759765625,-0.5062255859375,0.5865478515625
1733193302955.7231,-0.4814453125,0.4000244140625,-0.5079345703125,0.59173583984375
1733193303701.638,-0.48138427734375,0.4002685546875,-0.5087890625,0.5909423828125
1733193317472.757,-0.48443603515625,0.39886474609375,-0.505859375,0.59185791015625
1733193318218.932,-0.4840087890625,0.3992919921875,-0.50677490234375,0.59112548828125
1733193334072.1108,-0.49365234375,0.40826416015625,-0.5003662109375,0.5823974609375
1733193334827.034,-0.4927978515625,0.4088134765625,-0.500244140625,0.5828857421875
1733193343072.046,-0.4925537109375,0.40966796875,-0.5003662109375,0.58245849609375
1733193343819.5168,-0.492431640625,0.40972900390625,-0.50054931640625,0.58233642578125
1733193362626.234,-0.49322509765625,0.40179443359375,-0.50457763671875,0.58367919921875
1733193363373.031,-0.49371337890625,0.40277099609375,-0.50335693359375,0.5914306640625
1733193378240.774,-0.4178466796875,0.331787109375,-0.55426025390625,0.63885498046875
1733193378991.503,-0.418212890625,0.33233642578125,-0.55487060546875,0.63775634765625
1733193389349.954,-0.32940673828125,0.2684326171875,-0.58892822265625,0.6875
1733193390103.154,-0.3297119140625,0.2681884765625,-0.5892333984375,0.6871337890625
1733193401823.186,-0.2900390625,0.23388671875,-0.60333251953125,0.705078125
1733193402564.776,-0.2901611328125,0.2332763671875,-0.603515625,0.70513916015625
1733193417582.855,-0.2825927734375,0.22637939453125,-0.60626220703125,0.70806884765625
1733193418330.598,-0.28155517578125,0.22705078125,-0.6064453125,0.70806884765625
1733193427337.293,-0.2935791015625,0.230224609375,-0.60162353515625,0.706298828125
1733193428073.3389,-0.29351806640625,0.23028564453125,-0.60198974609375,0.70599365234375
1733193436211.977,-0.29656982421875,0.23187255859375,-0.6014404296875,0.70465087890625
1733193436959.442,-0.29644775390625,0.23199462890625,-0.60174560546875,0.70440673828125
1733193448834.512,-0.30224609375,0.236328125,-0.5992431640625,0.70263671875
1733193449575.024,-0.30169677734375,0.237060546875,-0.599365234375,0.70257568359375
1733193460715.818,-0.3056640625,0.2314453125,-0.5931396484375,0.7080078125
1733193461462.053,-0.30572509765625,0.23162841796875,-0.59332275390625,0.70770263671875
1733193471471.146,-0.30596923828125,0.23486328125,-0.5975341796875,0.70294189453125
1733193472211.3909,-0.30596923828125,0.23492431640625,-0.59698486328125,0.70343017578125
1733193482083.885,-0.302734375,0.233642578125,-0.59619140625,0.70587158203125
1733193482827.94,-0.302734375,0.233642578125,-0.59637451171875,0.70574951171875
1733193494947.129,-0.29925537109375,0.225341796875,-0.595703125,0.71051025390625
1733193495686.5908,-0.29925537109375,0.2259521484375,-0.59552001953125,0.71044921875
1733193505828.974,-0.30047607421875,0.22705078125,-0.5960693359375,0.70916748046875
1733193506575.594,-0.300537109375,0.2271728515625,-0.59600830078125,0.7091064453125
1733193515948.062,-0.3028564453125,0.23175048828125,-0.59466552734375,0.70782470703125
1733193516690.378,-0.3026123046875,0.23199462890625,-0.594482421875,0.70794677734375
1733193538220.763,-0.24420166015625,0.1727294921875,-0.614501953125,0.73004150390625
1733193538969.49,-0.2445068359375,0.17242431640625,-0.614501953125,0.72998046875
1733193559019.775,-0.266357421875,0.20281982421875,-0.60772705078125,0.72015380859375
1733193559758.402,-0.2659912109375,0.20318603515625,-0.607666015625,0.72021484375
1733193568222.959,-0.28948974609375,0.22137451171875,-0.6014404296875,0.7109375
1733193568968.812,-0.28912353515625,0.2216796875,-0.601318359375,0.71112060546875
1733193577461.7642,-0.31005859375,0.2415771484375,-0.592529296875,0.703125
1733193578205.013,-0.30987548828125,0.24163818359375,-0.59246826171875,0.7032470703125
1733193587837.166,-0.31396484375,0.24237060546875,-0.5870361328125,0.70574951171875
1733193588583.007,-0.314453125,0.24212646484375,-0.5867919921875,0.705810546875
1733193598944.15,-0.2940673828125,0.22491455078125,-0.5953369140625,0.71307373046875
1733193599685.773,-0.29376220703125,0.22515869140625,-0.5958251953125,0.7127685546875
1733193610591.7302,-0.27276611328125,0.2049560546875,-0.6024169921875,0.7215576171875
1733193611334.528,-0.27252197265625,0.20513916015625,-0.60296630859375,0.72113037109375
1733193619829.9028,-0.27362060546875,0.21240234375,-0.61944580078125,0.7044677734375
1733193620577.792,-0.2738037109375,0.21258544921875,-0.61907958984375,0.70465087890625
1733193631337.255,-0.2783203125,0.22662353515625,-0.6141357421875,0.702880859375
1733193632087.096,-0.27899169921875,0.225830078125,-0.61444091796875,0.70257568359375
1733193642324.07,-0.15460205078125,0.1212158203125,-0.63983154296875,0.74298095703125
1733193643061.919,-0.15496826171875,0.120361328125,-0.6409912109375,0.7420654296875
1733193656265.613,-0.1929931640625,0.1531982421875,-0.63018798828125,0.736328125
1733193657006.017,-0.19219970703125,0.15411376953125,-0.63037109375,0.73614501953125
1733193666633.182,-0.22918701171875,0.19134521484375,-0.624267578125,0.721923828125
1733193667372.767,-0.22900390625,0.19146728515625,-0.62408447265625,0.72210693359375
1733193678384.321,-0.2520751953125,0.210205078125,-0.61834716796875,0.714111328125
1733193679138.531,-0.251708984375,0.2105712890625,-0.61859130859375,0.7138671875
1733193690882.068,-0.27081298828125,0.2198486328125,-0.612548828125,0.70928955078125
1733193691628.657,-0.270751953125,0.2198486328125,-0.61285400390625,0.70904541015625
1733193700137.286,-0.2843017578125,0.2301025390625,-0.60589599609375,0.70648193359375
1733193700882.952,-0.28485107421875,0.22833251953125,-0.60662841796875,0.7061767578125
1733193708871.454,-0.231689453125,0.18804931640625,-0.6226806640625,0.723388671875
1733193709613.17,-0.2314453125,0.188232421875,-0.62310791015625,0.72296142578125
1733193720511.038,-0.2430419921875,0.19940185546875,-0.6170654296875,0.72137451171875
1733193721262.2212,-0.2427978515625,0.2001953125,-0.6173095703125,0.7210693359375
1733193733520.2488,-0.2608642578125,0.20977783203125,-0.61566162109375,0.71337890625
1733193734266.234,-0.259765625,0.21075439453125,-0.6156005859375,0.71356201171875
1733193755620.6912,-0.27386474609375,0.22625732421875,-0.6090087890625,0.70916748046875
1733193756365.051,-0.27398681640625,0.22601318359375,-0.60919189453125,0.70904541015625
1733193766277.063,-0.294921875,0.24346923828125,-0.6007080078125,0.7020263671875
1733193767020.638,-0.29559326171875,0.2425537109375,-0.601318359375,0.7015380859375
1733193776280.3809,-0.31085205078125,0.25347900390625,-0.59893798828125,0.69305419921875
1733193777024.611,-0.3116455078125,0.25286865234375,-0.59893798828125,0.69293212890625
1733193786057.548,-0.31915283203125,0.2548828125,-0.59344482421875,0.69354248046875
1733193786797.453,-0.318359375,0.255859375,-0.5938720703125,0.69317626953125
1733193797453.701,-0.21539306640625,0.160400390625,-0.62261962890625,0.7349853515625
1733193798207.72,-0.21270751953125,0.163818359375,-0.62225341796875,0.73529052734375
1733193813450.399,-0.23052978515625,0.18939208984375,-0.621826171875,0.72412109375
1733193814199.412,-0.2301025390625,0.1898193359375,-0.6220703125,0.723876953125
1733193825203.6482,-0.2562255859375,0.21087646484375,-0.61474609375,0.715576171875
1733193825959.2869,-0.25592041015625,0.211181640625,-0.6151123046875,0.7152099609375
