timestamp,frame,q0,q1,q2,q3,t0,t1,t2
1733193182.032346,frame128.png,0.5751545102651857,0.8180447386458223,-0.00025231314119442816,0.00017673025059562818,9.156877853773096,-4.085622073065833,0.28469387637115867
1733193203.7165673,frame129.png,0.9866690566592163,0.10526247582777341,0.007331494266117765,0.12389605726432715,20.86208442308816,1348.5740980025278,-0.5844687704052467
1733193212.1411293,frame130.png,0.9983976314382429,0.01051910117304245,0.03449732151082916,-0.04360565167035564,-27.808970879319823,15.908119150238365,-3.5041485636276204
1733193221.5291717,frame131.png,0.9892946104633564,-0.0058959149602043305,0.04682112731845435,-0.13809125219059729,-15.233013612862251,-2.9775704407699544,-4.383751546726331
1733193234.6485844,frame132.png,0.989432224685161,-0.0088922894204613,0.06308750516928925,-0.13024886423670162,-10.293712508262372,-9.703330037634126,-6.205141897734763
1733193258.6398125,frame133.png,0.9964573072228348,0.014738055565348249,0.0326417692277329,-0.0760929661798849,-98.7327975715858,92.82637300989452,-7.859738107915684
1733193271.8989532,frame134.png,0.9620488907049558,0.03187304437695754,0.03161671188154044,0.2691587347000058,1.4851586875466003,-45.153528035580955,-8.476573468170693
1733193280.684307,frame135.png,0.9964796541533903,0.03254344057297342,0.010461394004601481,0.0765492166484642,-1.7587349917145674,89.58679406277457,-10.564023629624575
1733193292.3994086,frame136.png,0.9914618981038712,-0.011048929846646433,0.08388011690955305,-0.09922374587140216,-27.00333158714145,5.947870898958679,-14.166084105728476
1733193303.412538,frame137.png,0.9821677650837608,-0.016595378317680116,-0.10301342031886389,-0.15639472460116,-9.046743503783102,-4.664978768168181,-12.505577568113601
1733193334.5244086,frame138.png,0.9981116821658815,-0.02544962429369862,0.003754432578999319,0.05577894569919448,-1.2093066774920387,-2.7507775756676356,-10.80467044195397
1733193343.4904144,frame139.png,0.6932113810283327,-0.008541663037816366,0.05194633989495135,0.7188091533758169,5.160982350482253,-4.33451949226182,-15.354688598993198
