1732329040976.2659,0.0,0.0,0.0
1732329041178.519,0.0,0.0,0.0
1732329041295.359,0.0,0.0,0.0
1732329041413.951,0.0,0.0,0.0
1732329041533.3918,0.0,0.0,0.0
1732329041653.127,0.0,0.0,0.0
1732329041771.606,0.0,0.0,0.0
1732329041890.008,0.0,0.0,0.0
1732329042007.556,0.0,0.0,0.0
1732329042125.7761,0.0,0.0,0.0
1732329042243.3591,0.0,0.0,0.0
1732329042361.6619,0.0,0.0,0.0
1732329042480.07,0.0,0.0,0.0
1732329042595.182,0.0,0.0,0.0
1732329042714.1199,0.0,0.0,0.0
1732329042834.106,0.0,0.0,0.0
1732329042952.7532,0.0,0.0,0.0
1732329043068.455,0.0,0.0,0.0
1732329043185.209,0.0,0.0,0.0
1732329043301.8489,0.0,0.0,0.0
1732329044106.3918,0.0,0.0,0.0
1732329074390.7002,0.0,0.0,0.0
1732329074507.658,0.0,0.0,0.0
1732329074624.102,0.0,0.0,0.0
1732329074741.7952,0.0,0.0,0.0
1732329074859.812,0.0,0.0,0.0
1732329074976.476,0.0,0.0,0.0
1732329075092.8708,0.0,0.0,0.0
1732329075209.6401,0.0,0.0,0.0
1732329075324.867,0.0,0.0,0.0
1732329075443.842,0.0,0.0,0.0
1732329075562.803,0.0,0.0,0.0
1732329075680.4358,0.0,0.0,0.0
1732329075797.458,0.0,0.0,0.0
1732329075914.283,0.0,0.0,0.0
1732329076031.672,0.0,0.0,0.0
1732329076149.148,0.0,0.0,0.0
1732329076269.474,0.0,0.0,0.0
1732329076385.449,0.0,0.0,0.0
1732329076502.8,0.0,0.0,0.0
1732329076620.347,0.0,0.0,0.0
1732329077401.511,0.0,0.0,0.0
1732329101121.315,0.0,0.0,0.0
1732329101239.7612,0.0,0.0,0.0
1732329101357.328,0.0,0.0,0.0
1732329101474.48,0.0,0.0,0.0
1732329101593.3298,0.0,0.0,0.0
1732329101713.735,0.0,0.0,0.0
1732329101831.5251,0.0,0.0,0.0
1732329101946.545,0.0,0.0,0.0
1732329102065.465,0.0,0.0,0.0
1732329102181.541,0.0,0.0,0.0
1732329102298.739,0.0,0.0,0.0
1732329102417.363,0.0,0.0,0.0
1732329102535.823,0.0,0.0,0.0
1732329102650.773,0.0,0.0,0.0
1732329102768.6902,0.0,0.0,0.0
1732329102884.969,0.0,0.0,0.0
1732329103002.228,0.0,0.0,0.0
1732329103120.7358,0.0,0.0,0.0
1732329103236.014,0.0,0.0,0.0
1732329103354.585,0.0,0.0,0.0
1732329104138.76,0.0,0.0,0.0
1732329128550.3088,0.0,0.0,0.0
1732329128666.415,0.0,0.0,0.0
1732329128785.91,0.0,0.0,0.0
1732329128902.131,0.0,0.0,0.0
1732329129017.865,0.0,0.0,0.0
1732329129135.938,0.0,0.0,0.0
1732329129252.951,0.0,0.0,0.0
1732329129369.885,0.0,0.0,0.0
1732329129489.387,0.0,0.0,0.0
1732329129605.1829,0.0,0.0,0.0
1732329129721.8608,0.0,0.0,0.0
1732329129839.896,0.0,0.0,0.0
1732329129955.41,0.0,0.0,0.0
1732329130073.198,0.0,0.0,0.0
1732329130188.947,0.0,0.0,0.0
1732329130305.496,0.0,0.0,0.0
1732329130416.687,0.0,0.0,0.0
1732329130537.2678,0.0,0.0,0.0
1732329130653.723,0.0,0.0,0.0
1732329130772.562,0.0,0.0,0.0
